
---------- Begin Simulation Statistics ----------
simSeconds                                   0.021421                       # Number of seconds simulated (Second)
simTicks                                  21420600500                       # Number of ticks simulated (Tick)
finalTick                                 21420600500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    294.16                       # Real time elapsed on the host (Second)
hostTickRate                                 72820263                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     801324                       # Number of bytes of host memory used (Byte)
simInsts                                     21343836                       # Number of instructions simulated (Count)
simOps                                       39396425                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                    72559                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     133930                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                         42841202                       # Number of cpu cycles simulated (Cycle)
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        54962041                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    19363                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       49521478                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  28838                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             15584973                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          28442126                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved               19345                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            40161570                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.233056                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.973051                       # Number of insts issued each cycle (Count)
system.cpu.commit.committedInstType_0::SimdFloatMult            0      0.00%     74.66% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatMultAcc            0      0.00%     74.66% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatSqrt            0      0.00%     74.66% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdReduceAdd            0      0.00%     74.66% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdReduceAlu            0      0.00%     74.66% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdReduceCmp            0      0.00%     74.66% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatReduceAdd            0      0.00%     74.66% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdFloatReduceCmp            0      0.00%     74.66% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAes            0      0.00%     74.66% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdAesMix            0      0.00%     74.66% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha1Hash            0      0.00%     74.66% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha1Hash2            0      0.00%     74.66% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha256Hash            0      0.00%     74.66% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdSha256Hash2            0      0.00%     74.66% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShaSigma2            0      0.00%     74.66% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdShaSigma3            0      0.00%     74.66% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::SimdPredAlu            0      0.00%     74.66% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::MemRead      6707235     17.02%     91.68% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::MemWrite      3206235      8.14%     99.82% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMemRead        70918      0.18%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::FloatMemWrite           64      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::IprAccess            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::InstPrefetch            0      0.00%    100.00% # Class of committed instruction (Count)
system.cpu.commit.committedInstType_0::total     39396425                       # Class of committed instruction (Count)
system.cpu.commit.commitEligibleSamples       1570403                       # number cycles where commit BW limit reached (Cycle)
system.cpu.dcache.demandHits::cpu.data       10305143                       # number of demand (read+write) hits (Count)
system.cpu.dcache.demandHits::total          10305143                       # number of demand (read+write) hits (Count)
system.cpu.dcache.overallHits::cpu.data      10305143                       # number of overall hits (Count)
system.cpu.dcache.overallHits::total         10305143                       # number of overall hits (Count)
system.cpu.dcache.demandMisses::cpu.data       144642                       # number of demand (read+write) misses (Count)
system.cpu.dcache.demandMisses::total          144642                       # number of demand (read+write) misses (Count)
system.cpu.dcache.overallMisses::cpu.data       144642                       # number of overall misses (Count)
system.cpu.dcache.overallMisses::total         144642                       # number of overall misses (Count)
system.cpu.dcache.demandMissLatency::cpu.data   2977314956                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.demandMissLatency::total   2977314956                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.overallMissLatency::cpu.data   2977314956                       # number of overall miss ticks (Tick)
system.cpu.dcache.overallMissLatency::total   2977314956                       # number of overall miss ticks (Tick)
system.cpu.dcache.demandAccesses::cpu.data     10449785                       # number of demand (read+write) accesses (Count)
system.cpu.dcache.demandAccesses::total      10449785                       # number of demand (read+write) accesses (Count)
system.cpu.dcache.overallAccesses::cpu.data     10449785                       # number of overall (read+write) accesses (Count)
system.cpu.dcache.overallAccesses::total     10449785                       # number of overall (read+write) accesses (Count)
system.cpu.dcache.demandMissRate::cpu.data     0.013842                       # miss rate for demand accesses (Ratio)
system.cpu.dcache.demandMissRate::total      0.013842                       # miss rate for demand accesses (Ratio)
system.cpu.dcache.overallMissRate::cpu.data     0.013842                       # miss rate for overall accesses (Ratio)
system.cpu.dcache.overallMissRate::total     0.013842                       # miss rate for overall accesses (Ratio)
system.cpu.dcache.demandAvgMissLatency::cpu.data 20584.027848                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.dcache.demandAvgMissLatency::total 20584.027848                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.dcache.overallAvgMissLatency::cpu.data 20584.027848                       # average overall miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMissLatency::total 20584.027848                       # average overall miss latency ((Tick/Count))
system.cpu.dcache.blockedCycles::no_mshrs        22123                       # number of cycles access was blocked (Cycle)
system.cpu.dcache.blockedCycles::no_targets         1014                       # number of cycles access was blocked (Cycle)
system.cpu.dcache.blockedCauses::no_mshrs          719                       # number of times access was blocked (Count)
system.cpu.dcache.blockedCauses::no_targets           13                       # number of times access was blocked (Count)
system.cpu.dcache.avgBlocked::no_mshrs      30.769124                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.dcache.avgBlocked::no_targets           78                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.dcache.writebacks::writebacks        39053                       # number of writebacks (Count)
system.cpu.dcache.writebacks::total             39053                       # number of writebacks (Count)
system.cpu.dcache.demandMshrHits::cpu.data        54662                       # number of demand (read+write) MSHR hits (Count)
system.cpu.dcache.demandMshrHits::total         54662                       # number of demand (read+write) MSHR hits (Count)
system.cpu.dcache.overallMshrHits::cpu.data        54662                       # number of overall MSHR hits (Count)
system.cpu.dcache.overallMshrHits::total        54662                       # number of overall MSHR hits (Count)
system.cpu.dcache.demandMshrMisses::cpu.data        89980                       # number of demand (read+write) MSHR misses (Count)
system.cpu.dcache.demandMshrMisses::total        89980                       # number of demand (read+write) MSHR misses (Count)
system.cpu.dcache.overallMshrMisses::cpu.data        89980                       # number of overall MSHR misses (Count)
system.cpu.dcache.overallMshrMisses::total        89980                       # number of overall MSHR misses (Count)
system.cpu.dcache.demandMshrMissLatency::cpu.data   1409573957                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.dcache.demandMshrMissLatency::total   1409573957                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.dcache.overallMshrMissLatency::cpu.data   1409573957                       # number of overall MSHR miss ticks (Tick)
system.cpu.dcache.overallMshrMissLatency::total   1409573957                       # number of overall MSHR miss ticks (Tick)
system.cpu.dcache.demandMshrMissRate::cpu.data     0.008611                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.dcache.demandMshrMissRate::total     0.008611                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.dcache.overallMshrMissRate::cpu.data     0.008611                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.dcache.overallMshrMissRate::total     0.008611                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.dcache.demandAvgMshrMissLatency::cpu.data 15665.414059                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.demandAvgMshrMissLatency::total 15665.414059                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMshrMissLatency::cpu.data 15665.414059                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMshrMissLatency::total 15665.414059                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.replacements                  89916                       # number of replacements (Count)
system.cpu.dcache.ReadReq.hits::cpu.data      7118120                       # number of ReadReq hits (Count)
system.cpu.dcache.ReadReq.hits::total         7118120                       # number of ReadReq hits (Count)
system.cpu.dcache.ReadReq.misses::cpu.data       125364                       # number of ReadReq misses (Count)
system.cpu.dcache.ReadReq.misses::total        125364                       # number of ReadReq misses (Count)
system.cpu.dcache.ReadReq.missLatency::cpu.data   2601025500                       # number of ReadReq miss ticks (Tick)
system.cpu.dcache.ReadReq.missLatency::total   2601025500                       # number of ReadReq miss ticks (Tick)
system.cpu.dcache.ReadReq.accesses::cpu.data      7243484                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.dcache.ReadReq.accesses::total      7243484                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.dcache.ReadReq.missRate::cpu.data     0.017307                       # miss rate for ReadReq accesses (Ratio)
system.cpu.dcache.ReadReq.missRate::total     0.017307                       # miss rate for ReadReq accesses (Ratio)
system.cpu.dcache.ReadReq.avgMissLatency::cpu.data 20747.786446                       # average ReadReq miss latency ((Tick/Count))
system.cpu.dcache.ReadReq.avgMissLatency::total 20747.786446                       # average ReadReq miss latency ((Tick/Count))
system.cpu.dcache.ReadReq.mshrHits::cpu.data        54626                       # number of ReadReq MSHR hits (Count)
system.cpu.dcache.ReadReq.mshrHits::total        54626                       # number of ReadReq MSHR hits (Count)
system.cpu.dcache.ReadReq.mshrMisses::cpu.data        70738                       # number of ReadReq MSHR misses (Count)
system.cpu.dcache.ReadReq.mshrMisses::total        70738                       # number of ReadReq MSHR misses (Count)
system.cpu.dcache.ReadReq.mshrMissLatency::cpu.data   1053462000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.dcache.ReadReq.mshrMissLatency::total   1053462000                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.dcache.ReadReq.mshrMissRate::cpu.data     0.009766                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.dcache.ReadReq.mshrMissRate::total     0.009766                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.dcache.ReadReq.avgMshrMissLatency::cpu.data 14892.448189                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.dcache.ReadReq.avgMshrMissLatency::total 14892.448189                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.dcache.WriteReq.hits::cpu.data      3187023                       # number of WriteReq hits (Count)
system.cpu.dcache.WriteReq.hits::total        3187023                       # number of WriteReq hits (Count)
system.cpu.dcache.WriteReq.misses::cpu.data        19278                       # number of WriteReq misses (Count)
system.cpu.dcache.WriteReq.misses::total        19278                       # number of WriteReq misses (Count)
system.cpu.dcache.WriteReq.missLatency::cpu.data    376289456                       # number of WriteReq miss ticks (Tick)
system.cpu.dcache.WriteReq.missLatency::total    376289456                       # number of WriteReq miss ticks (Tick)
system.cpu.dcache.WriteReq.accesses::cpu.data      3206301                       # number of WriteReq accesses(hits+misses) (Count)
system.cpu.dcache.WriteReq.accesses::total      3206301                       # number of WriteReq accesses(hits+misses) (Count)
system.cpu.dcache.WriteReq.missRate::cpu.data     0.006013                       # miss rate for WriteReq accesses (Ratio)
system.cpu.dcache.WriteReq.missRate::total     0.006013                       # miss rate for WriteReq accesses (Ratio)
system.cpu.dcache.WriteReq.avgMissLatency::cpu.data 19519.112771                       # average WriteReq miss latency ((Tick/Count))
system.cpu.dcache.WriteReq.avgMissLatency::total 19519.112771                       # average WriteReq miss latency ((Tick/Count))
system.cpu.dcache.WriteReq.mshrHits::cpu.data           36                       # number of WriteReq MSHR hits (Count)
system.cpu.dcache.WriteReq.mshrHits::total           36                       # number of WriteReq MSHR hits (Count)
system.cpu.dcache.WriteReq.mshrMisses::cpu.data        19242                       # number of WriteReq MSHR misses (Count)
system.cpu.dcache.WriteReq.mshrMisses::total        19242                       # number of WriteReq MSHR misses (Count)
system.cpu.dcache.WriteReq.mshrMissLatency::cpu.data    356111957                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu.dcache.WriteReq.mshrMissLatency::total    356111957                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu.dcache.WriteReq.mshrMissRate::cpu.data     0.006001                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu.dcache.WriteReq.mshrMissRate::total     0.006001                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu.dcache.WriteReq.avgMshrMissLatency::cpu.data 18507.013668                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu.dcache.WriteReq.avgMshrMissLatency::total 18507.013668                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu.dcache.power_state.pwrStateResidencyTicks::UNDEFINED  21420600500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.dcache.tags.tagsInUse            63.992323                       # Average ticks per tags in use ((Tick/Count))
system.cpu.dcache.tags.totalRefs             10395123                       # Total number of references to valid blocks. (Count)
system.cpu.dcache.tags.sampledRefs              89980                       # Sample count of references to valid blocks. (Count)
system.cpu.dcache.tags.avgRefs             115.527039                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.dcache.tags.warmupTick            10906500                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.dcache.tags.occupancies::cpu.data    63.992323                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.dcache.tags.avgOccs::cpu.data     0.999880                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.dcache.tags.avgOccs::total        0.999880                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.dcache.tags.occupanciesTaskId::1024           64                       # Occupied blocks per task id (Count)
system.cpu.dcache.tags.ageTaskId_1024::0           46                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_1024::1            2                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_1024::2           12                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ageTaskId_1024::3            4                       # Occupied blocks per task id, per block age (Count)
system.cpu.dcache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.dcache.tags.tagAccesses           20989550                       # Number of tag accesses (Count)
system.cpu.dcache.tags.dataAccesses          20989550                       # Number of data accesses (Count)
system.cpu.dcache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  21420600500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.decode.idleCycles                 27296195                       # Number of cycles decode is idle (Cycle)
system.cpu.decode.blockedCycles               3339641                       # Number of cycles decode is blocked (Cycle)
system.cpu.decode.runCycles                   8381414                       # Number of cycles decode is running (Cycle)
system.cpu.decode.unblockCycles                686719                       # Number of cycles decode is unblocking (Cycle)
system.cpu.decode.squashCycles                 457601                       # Number of cycles decode is squashing (Cycle)
system.cpu.decode.branchResolved              2920867                       # Number of times decode resolved a branch (Count)
system.cpu.decode.branchMispred                 53603                       # Number of times decode detected a branch misprediction (Count)
system.cpu.decode.decodedInsts               57754824                       # Number of instructions handled by decode (Count)
system.cpu.decode.squashedInsts                161481                       # Number of squashed instructions handled by decode (Count)
system.cpu.fetch.icacheStallCycles           27494124                       # Number of cycles fetch is stalled on an Icache miss (Cycle)
system.cpu.fetch.insts                       34587301                       # Number of instructions fetch has processed (Count)
system.cpu.fetch.branches                     5584045                       # Number of branches that fetch encountered (Count)
system.cpu.fetch.predictedBranches            3554642                       # Number of branches that fetch has predicted taken (Count)
system.cpu.fetch.cycles                      11993087                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu.fetch.squashCycles                 1022398                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu.fetch.miscStallCycles                18119                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu.fetch.pendingTrapStallCycles        144994                       # Number of stall cycles due to pending traps (Cycle)
system.cpu.fetch.icacheWaitRetryStallCycles           47                       # Number of stall cycles due to full MSHR (Cycle)
system.cpu.fetch.cacheLines                   4590309                       # Number of cache lines fetched (Count)
system.cpu.fetch.icacheSquashes                261340                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu.fetch.nisnDist::samples           40161570                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::mean              1.508794                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::stdev             2.901218                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::underflows               0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::0                 30345763     75.56%     75.56% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::1                   731441      1.82%     77.38% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::2                   402057      1.00%     78.38% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::3                   731580      1.82%     80.20% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::4                   653502      1.63%     81.83% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::5                   545215      1.36%     83.19% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::6                   846864      2.11%     85.30% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::7                   797208      1.99%     87.28% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::8                  5107940     12.72%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::overflows                0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::min_value                0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::max_value                8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.nisnDist::total             40161570                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu.fetch.branchRate                  0.130343                       # Number of branch fetches per cycle (Ratio)
system.cpu.fetch.rate                        0.807337                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu.icache.demandHits::cpu.inst        3366601                       # number of demand (read+write) hits (Count)
system.cpu.icache.demandHits::total           3366601                       # number of demand (read+write) hits (Count)
system.cpu.icache.overallHits::cpu.inst       3366601                       # number of overall hits (Count)
system.cpu.icache.overallHits::total          3366601                       # number of overall hits (Count)
system.cpu.icache.demandMisses::cpu.inst      1223708                       # number of demand (read+write) misses (Count)
system.cpu.icache.demandMisses::total         1223708                       # number of demand (read+write) misses (Count)
system.cpu.icache.overallMisses::cpu.inst      1223708                       # number of overall misses (Count)
system.cpu.icache.overallMisses::total        1223708                       # number of overall misses (Count)
system.cpu.icache.demandMissLatency::cpu.inst  15540085999                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.demandMissLatency::total  15540085999                       # number of demand (read+write) miss ticks (Tick)
system.cpu.icache.overallMissLatency::cpu.inst  15540085999                       # number of overall miss ticks (Tick)
system.cpu.icache.overallMissLatency::total  15540085999                       # number of overall miss ticks (Tick)
system.cpu.icache.demandAccesses::cpu.inst      4590309                       # number of demand (read+write) accesses (Count)
system.cpu.icache.demandAccesses::total       4590309                       # number of demand (read+write) accesses (Count)
system.cpu.icache.overallAccesses::cpu.inst      4590309                       # number of overall (read+write) accesses (Count)
system.cpu.icache.overallAccesses::total      4590309                       # number of overall (read+write) accesses (Count)
system.cpu.icache.demandMissRate::cpu.inst     0.266585                       # miss rate for demand accesses (Ratio)
system.cpu.icache.demandMissRate::total      0.266585                       # miss rate for demand accesses (Ratio)
system.cpu.icache.overallMissRate::cpu.inst     0.266585                       # miss rate for overall accesses (Ratio)
system.cpu.icache.overallMissRate::total     0.266585                       # miss rate for overall accesses (Ratio)
system.cpu.icache.demandAvgMissLatency::cpu.inst 12699.178235                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.demandAvgMissLatency::total 12699.178235                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::cpu.inst 12699.178235                       # average overall miss latency ((Tick/Count))
system.cpu.icache.overallAvgMissLatency::total 12699.178235                       # average overall miss latency ((Tick/Count))
system.cpu.icache.blockedCycles::no_mshrs          398                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu.icache.blockedCauses::no_mshrs            6                       # number of times access was blocked (Count)
system.cpu.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu.icache.avgBlocked::no_mshrs      66.333333                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.icache.demandMshrHits::cpu.inst        62573                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.demandMshrHits::total         62573                       # number of demand (read+write) MSHR hits (Count)
system.cpu.icache.overallMshrHits::cpu.inst        62573                       # number of overall MSHR hits (Count)
system.cpu.icache.overallMshrHits::total        62573                       # number of overall MSHR hits (Count)
system.cpu.icache.demandMshrMisses::cpu.inst      1161135                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.demandMshrMisses::total      1161135                       # number of demand (read+write) MSHR misses (Count)
system.cpu.icache.overallMshrMisses::cpu.inst      1161135                       # number of overall MSHR misses (Count)
system.cpu.icache.overallMshrMisses::total      1161135                       # number of overall MSHR misses (Count)
system.cpu.icache.demandMshrMissLatency::cpu.inst  14006414499                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissLatency::total  14006414499                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::cpu.inst  14006414499                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::total  14006414499                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissRate::cpu.inst     0.252954                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.demandMshrMissRate::total     0.252954                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.overallMshrMissRate::cpu.inst     0.252954                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.overallMshrMissRate::total     0.252954                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.demandAvgMshrMissLatency::cpu.inst 12062.692537                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.demandAvgMshrMissLatency::total 12062.692537                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::cpu.inst 12062.692537                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::total 12062.692537                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.replacements                1161070                       # number of replacements (Count)
system.cpu.icache.ReadReq.hits::cpu.inst      3366601                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.hits::total         3366601                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.misses::cpu.inst      1223708                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.misses::total       1223708                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.missLatency::cpu.inst  15540085999                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.missLatency::total  15540085999                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.accesses::cpu.inst      4590309                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.accesses::total      4590309                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.missRate::cpu.inst     0.266585                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.missRate::total     0.266585                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMissLatency::cpu.inst 12699.178235                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMissLatency::total 12699.178235                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.mshrHits::cpu.inst        62573                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrHits::total        62573                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrMisses::cpu.inst      1161135                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMisses::total      1161135                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMissLatency::cpu.inst  14006414499                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissLatency::total  14006414499                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissRate::cpu.inst     0.252954                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.mshrMissRate::total     0.252954                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMshrMissLatency::cpu.inst 12062.692537                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMshrMissLatency::total 12062.692537                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED  21420600500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.tags.tagsInUse            63.990580                       # Average ticks per tags in use ((Tick/Count))
system.cpu.icache.tags.totalRefs              4527735                       # Total number of references to valid blocks. (Count)
system.cpu.icache.tags.sampledRefs            1161134                       # Sample count of references to valid blocks. (Count)
system.cpu.icache.tags.avgRefs               3.899408                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.icache.tags.warmupTick             6616000                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.icache.tags.occupancies::cpu.inst    63.990580                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.icache.tags.avgOccs::cpu.inst     0.999853                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.avgOccs::total        0.999853                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.occupanciesTaskId::1024           64                       # Occupied blocks per task id (Count)
system.cpu.icache.tags.ageTaskId_1024::0           57                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::1            2                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::4            5                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.icache.tags.tagAccesses           10341752                       # Number of tag accesses (Count)
system.cpu.icache.tags.dataAccesses          10341752                       # Number of data accesses (Count)
